Shimaore / Maore,Français
"Nijo udzisa masuala arimwa luha ya shimaore, na wanyu mutsonidjibu shifaransa, deivo wami ulaguha mwanashiteku shimaore.",Je vais vous poser des questions en shimaore et vous allez me répondre en français car (du fait que) je parle un tout petit peu le shimaore.
Wawe wa shihavi maore ?,D'où venez-vous à  Mayotte ?
Mu wasili lini la Réunion ?,Quand êtes-vous arrivés à  La Réunion ?
Wawe ketsi havi la hounou ?,Dans quelle ville habitez-vous ici ?
Wawe ujuha luha zaguina tsi shimaore?,Parlez-vous d'autres langues que le shimaore ?
Mu si helewa fetre shizungu?,Comprenez-vous bien le français ?
Una wana gavi ?,Combien d'enfants avez-vous ?
Waho uhiriwa bani ?,Comment s'appellent-ils ?
Wana maha mi gavi ?,Quel âge ont-ils ?
Wa likoli havi ? Wa clasi tini ?,Dans quelle école  sont-ils inscrits ? En quelle classe ?
Mwanawaho kasuja likoli .,Votre enfant ne vient pas àl'école
Wawe djukuma ya mwana.,Vous êtes responsables de l'enfant.
I lazimu a lishe taharaki ile asome fetre.,Il faut qu'il arrête ses bêtises pour qu'il apprenne bien.
Mana neika kasilisha ritsoka faridhui riambihe Rectorat.,"""Parce que s'il continue, nous serons obligés de faire remonter les absences au Rectorat."""
Utso para tahambu niengi.,Vous aurez beaucoup d'ennuis.
Ou wasili avasa la reunion.,Vous venez d'arriver à  La Réunion.
Lazimu ni galie maharifa ya shifarantsa ya mwana waho.,Il faut que j'évalue votre enfant et que je regarde son niveau scolaire.
Ilasimu nimwagie clasini.,Je dois l'inscrire dans une classe.
Neika a na tahambu ya usoma na uhangia vwa fundi atsomusaidia.,"""S'il a des difficultés à  comprendre, à lire ou à  écrire en français, il peut être aidé par un enseignant spécialisé en français."""
U dzawa mwaha trini ?,Quand es-tu née ? Quelle est ta date de naissance ?
"Tsi dzawa mwezi wa Marsi, suku kumi na nne, mwaha alifumbili na shendra.",Je suis né le 14 mars 2009.
Wawe wa shi havi ?,D'où viens-tu ?
Wami wa shi Tsingoni Maore.,Je viensTsingoni  Mayotte.
Wawe usoma kilasi trini ?,Dans quelle classe es-tu ?
Tsa CM2.,Je suis en CM2.
Fundi waho uhiriwa mbani ?,Quel est le nom de ton professeur ?
Fundi wangu uhiriwa Bweni Damour.,Mon professeur s'appelle Mme Damour.
Dzina la likoli yaho?,Quel est le nom de ton école ?
Dzina la likoli yangu de Les Topazes.,Le nom de mon école est Les Topazes.
Leo lini ?,Quelle est la date d' aujourd'hui ?
"Leo de mfumo raru suku kumi na tsano, mwezi wa Avrili mwaha alifu mbili na kumi ma shendra.","""Aujourd'hui, c'est le lundi 15 avril 2019."""
Babaho na mayaho ufanya hazi trini ?,Quel est le métier de tes parents ?
Kawasi fanya hazi.,Ils ne travaillent pas.
Babaho na mayaho uihiriwa m'bani ?,Comment s'appellent ton père et ta mère ?
Babangu na mayangu uhiriwa Youssou na Nisrine.,Mon père s'appelle Youssou et ma mère s'appelle Nisrine.
Wana nyaho watrubaba na wana nyaho watrumama ? Waho uhiriwa mbani ?,Comment s'appellent tes frères et soeurs ?
Mwana nyangu mutru baba wahe uhiriwa Soirfane na mwana nyangu mutru mama wahe uhiriwa Soirfati.,Mon frère s'appelle Soirfane et ma soeur s'appelle Soirfati.
Wa na maha mi gavi ?,Quel âge ont-ils ?
Wa na maha nane.,Ils ont 8 ans.
Wa kilasi ya trini ?,Dans quelle classe sont-ils ?
Wa ya CE2.,Ils sont au CE2.
Wawe uketsi havi ?,Quelle est ton adresse ?
Wami uketsi rue...ya kumi.,"""J'habite au 10, rue..."""
Nambaria ya telefoni yaho trini ?,Quel est ton numéro de téléphone ?
"Nambaria ya telefoni yangu de 0692452683 hata, sita, shendra, mbili, nne, tsano, mbilin, sita, nana, traru.",Mon numéro de téléphone est le 0692452683
Wawe ulaguha lua zivi ?,Quelles langues parles-tu ?
Wami ulaguha Shizungu na Shimaore.,Je parle le français et le shimaore.
Wawe ujua luha yangina ?,Connais-tu une autre langue ?
Wami ujua wajau shibushi na shingereza.,Je connais aussi le shibushi et l'anglais.
Uja namna jeje larinyo ?,Comment es-tu arrivé la Réunion ?
Tsija larinyon na avion.,Je suis arrivé à la Réunion par avion.
Uja na mbani ?,Avec qui es-tu venu ?
"Tsija na mayangu, na mwana nyangu mutrumama na mwana nyangu mutrubaba.","""Je suis venue avec ma mère, ma soeur et mon frère."""
Mana trini waja hunu larinyo ?,Pourquoi es-tu venu à la Réunion ?
Tsija hunu larinyon mana mangu na bangu wasi tsaha nisome shizungu.,Je suis venu à  la Réunion parce que mes parents veulent que j'étudie et que j'apprenne le français.
Wami uketsi arimwa nyumba ya dari,"Oui, j'habite dans un immeuble."
Ina mafuko mangavi ?,Combien y a-t-il de chambres ?
Ina mafuko traru.,Il y a trois chambres.
M'bani a tso shindra uho ahu saidie shizungu dagoni ?,Qui peut t'aider en français à  la maison ?
Mayangu a tso shindra ani saidye shizungu dagoni.,Ma mère peut m'aider en français à la maison.
Wawe fanya trini neka kusi likoli ?,Quelles sont les activités que tu fais en dehors de l'école et à  la maison ?
Neika kusi likoli wami ufanya sporu na uhosa ziha dagoni.,En dehors de l'école je fais du sport. A la maison je fais la vaisselle.
Wawe uvendza ufanya trini ?,Qu'est-ce-que tu aimes faire ?
"Wami uvendza ufanya masanamwe, ungadza na ordinateri, ungadza bulu, utembea na wandzani wangu.","""J'aime faire du dessin, jouer avec l'ordinateur, jouer au football, sortir avec mes amis."""
Maore ufana na larinynion ?,Mana trini ?Est-ce-que Mayotte ressemble à  la Réunion ? Pourquoi ?
"Ewa, maore ufana na larinyo, vwa hari.","""Oui, Mayotte ressemble à  la Réunion, parce qu'il fait chaud."""
Uka klasi trini mwaha jana ?,Dans quelle classe étais-tu l'année dernière ?
Mwaha jana tsika CM1.,L'année dernière j'étais au CM1.
Uka likoli havi ?,Et dans quelle école ?
Tsika likoli Tsingoni.,J'étais à l'école de Tsingoni.
Una wandzani larinyon ?,As-tu des amis à  la Réunion ?
"Ewa, tsina wandzani wahili larinyon.",Oui j'ai deux amis ici.
Wanyu ufanya trini ?,A quoi jouez-vous ?
"Wasi udzama-dzama, na ungadza volley.","Nous jouons à  cache-cache, et au volley."
Wawe ulagua luha trini na wao ?,Quelle langue parles-tu avec eux ?
Wami ulagua shimaore na kreol na wao.,Je parle le shimaore et le créole avec eux.
Wawe udya kantini ?,Manges-tu à  la cantine ?
"Ewa, wami udya kantini.",Oui je mange à  la cantine.
Wawe uregea jeje dagoni ?,Comment rentres-tu chez toi ?
Wami uregea na bus au wendra mundru.,Je rentre chez moi en bus ou à  pied.
Wawe uketsi bali na likoli ?,Est-ce-que tu habites loin de l'école ?
"Aha, wami uketsi karibuna likoli,",Non j'habite près de l'école
Utsaha ufanye trini wakati utsoka mbole ?,Que veux-tu faire plus tard quand tu seras grand ?
Nisitsaha nike polisie.,Je veux être policier.
Ulemevu,La Fatigue
Ulemewa,Tu es fatigué
Nisivendza mutru,Je suis amoureux de quelqu'un
Wami tsena,Moi aussi
Ukodza,Avoir mal /être malade
Ukana bari,être courageux
Nukta,Seconde
Dakika,Minute
Sa,Heure
Mutsana,Une partie de la journée
Asubuhi,Le matin
Jana,La veille
Uku,La nuit
Muda,Un moment dans le temps
Mufumo ujao,La semaine prochaine
Mufumo,La semaine
Mwahan,Année
Mwezi,Mois
Me,Mai
Utu,Aôut
Wakoketsi vhumoja,Ils habitaient ensemble
Zinyama zawo zakoengedzeha na uengedzeha.,Leurs animaux augmentaient de plus en plus.
Baanda ya muda zika nyengi swafi,"Après un certain temps, ils devinrent très nombreux"
Wakomana,Ils se disputèrent
Mwisoni,Finalement
Wasi wananya.,Nous sommes frères
vhuhimi kondro.,Une guerre éclata
Warengwa matreka,Ils furent faits prisonniers
"Badi  akana hamo, mana  mwana.","Mais il était inquiet, car il n'avait pas de fils."
Nyora,Etoiles
Hadisi yapatana na u mwana zaza,L'Histoire du Jeune Enfant
Murumwa mutrumushe,Une servante
Adza,Elle a enfanté
Mila,Coutumes
Akomuoneya wivu,Il était jaloux de lui
Amira,Elle est enceinte
Akana maha tuswini na shendra,Il avait quatre-vingt-dix-neuf ans
A havhi mushe waho ?,Où est ta femme ?
"Amuhiri mche wahe, amwambiya apihe shahula",Il a appelé sa femme et luia dit de préparer à manger
Watru wale wamudzisa,Ces hommes lui demandèrent
"""Ha yakini, nitsoregeya haho mwahani""",Je reviendrai chez toi l'année prochaine
Natsoveza ni uone ile rimulague Nasma.,Je souhaitais vous rencontrer pour parler de Nasser.
Wanyu mu na masuhala ?,Avez-vous des questions ?
Ewa! Harimwa mi kabala zivi afanyao hazi fetre ?,Oui ! Quelles sont les matières dans lesquelles tout va bien ?
Scienci na matematiki  trongo za fetre.,En sciences et en maths tout va bien !
Djeli rika rimuvulishia atsoka arisaidia.,Si nous l'avions écouté il nous aurait aidé
Djeli mwana kaka alila tsatsomuva lidzia.,Si l'enfant n'vaiit pas pleuré je ne lui aurai pas donné le lait
Ulawa wakondrotsaha kuni.,Tu es parti chercher du bois
Walawa wasondrofua muroni.,Elles sont partie laver le linge à la rivière
Alawa asondromidza wanyahe.,Il est parti réveiller les autres
Nitsondrorengeledza fuko la ulala langu.,Je preparerai ma chambre à coucher
Mutru baba ajofanya hazi asubuhi.,L'homme va venir travailler le matin
Watru mama wasupishia wadjeni.,Les femmes préparent à manger pour les invités
Endra pihe,Va faire la cuisine
Mwidzi atsojohiba moni na inyumba uku.,Le voleur viendra voler dans la maison la nuit
Nitsojohuona meso.,Je veindrai te voir demain
Ahara wasia ulawa masiya.,Celui qui refuse un conseil dégage du pus.
Hasera ya maji ya moro kaivudzu pesi.,La colère de l'eau chaude ne brûle pas le mur.
Hasira hasara.,La colère est mauvaise conseillère
Maji ya jana tsi maji ya leo.,L'eau d'hier n'est pas l'eau d'aujourd'hui.
Nyombe kaidyi nyombe.,Une vache ne mange pas une vache.
Djiburilu mwanadamu munyaho.,Djibril est un humain comme toi.
Djirani djirani tadjel kafiri.,Un voisin est un voisin même si c'est un mécréant
Mtama mungu kalatsiha.,Celui qui sollicite Dieu ne se perd pas.
Kondro ya masikini mungu de aiwanao.,Le combat d'un pauvre est vengé par Dieu.
Maji ya shijavu ujiva shijavuni.,L'eau de coco est bonne à  boire dans la noix de coco.
Dunia ya papaya mutiti de akao uju .,Dans le monde des papayes c'est le petit qui est en haut.
Jwayi kaliwana na bwe.,Un œuf ne se bat pas contre un galet.
Kaniva tsuzi anipua ujamba masuzi.,Qui ne m'a pas donné d'ambrevades m'a évitéde péter.
Kukuyi mjeni kaliyihi mjini hatru.,Un coq étranger ne chante pas dans notre village.
Kukuyi kalaiha asubuhi paha alidyi.,Un coq qui n'a pas chanté le matin a été mangé par le chat.
Kula ndrege na mabawa zahe.,Chaque oiseau vole avec ses propres ailes.
La tsini ambiya la ju tsika vavo.,"La feuille de dessous dit à  celle de dessus ""j'étais à ta place"""
Hairi ya mutru udziusa raha na uusiwa.,Il vaut mieux se laisser tomber qu'être renversé.
Hairi ya uona taambu raha na ufa.,Mieux vaut souffrir que mourir.
Hairi ya utseshea raha na uliliwa.,Mieux vaut recevoir de la moquerie que de l'apitoiement.
A-PARO-NUNUA,Il / elle a déjà acheté.
RA-PARO-NUNUA,Nous avons déjà  acheté.
MWA-PARO-NUNUA,Vous avez déjà  acheté.
WA-PARO-NUNUA,Ils / elles ont déjà  acheté.
TSA-PARO-NUNUA,Je n'ai jamais acheté.
KUA-PARO-NUNUA,Tu n'a jamais acheté
KA-PARO-NUNUA,Il n'a jamais acheté
KARA-PARO-NUNUA,Nous n'avons jamais acheté
KAMWA-PARO-NUNUA,Vous n'avais jamais acheté
KAWA-PARO-NUNUA,Ils / elles n'ont jamais acheté
Tsaparidzonwa dite,Je n'ai jamais bu de thé.
Karaparidzonunua trovi,Nous n'avons jamais acheté de bananes.
Kaparidzodya puruku,Il / elle n'a jamais mangé de porc.
Wahimusukuma waye uwa,Si tu le pousses il tombe
Kula mutru asuja naurongoa trambo,Chaque personne vient en disant un mensonge.
Watru wale kawa sina nyombe wala mbuzi,Ces gens n'ont ni vaches ni chèvres.
Tsamwona wala tsakia habari zahe.,Je ne l'ai pas vu et je n'ai pas entendu de ses nouvelles
Aja jana be madza aregeya dzahe,Il est venu hier mais il est déjà reparti.
Mwana zaza asu lila mana asu kodza,L'enfant pleure parce qu'il a mal.
Kaja dagoni maana kapara habari.,Il n'est pas venu à la maison car il n'a pas eu de nouvelles
Asu duburia awasili wa handra,Il se dépêche pour arriver le premier.
Tsisina marke tsitso shindra na nunua shitru,Je n'ai pas d'argent donc je ne peux rien acheter.
Tsiuhambia amba tsisina nafasi,Je t'ai dit que je n'ai pas le temps
Arongwa atsoja meso,Il a dit qu'il viendrait demain.
Aangiha gazeti lini wamoja na wami.,Il a écrit ce journal avec moi
Hali kwajoi amba bakoko who asu kodza,Ne sais-tu pas que ton grand-père est à  l'hôpital ?
Asu hela mori fi iliyo baharini,Il nage comme un poisson dans la mer.
Watru baba wasu fanya hazi malavuni,Les hommes travaillent à la campagne
Mamabole apihi shahula asubuhi,La grande tante a fait à manger ce matin
Mwana mutiti avingi dzia ha mayahe,Le petit enfant a emmené du lait chez sa mère
Wanatsa kawaregeya dagoni,Les jeunes ne sont pas retournés à la maison
Tsika tsendre Pamandze leo,Je suis allé à  Pamandzi aujourd'hui
Muhamadi alola mutru-mushe muzuri,Mohamed s'est marié avec une belle femme
Tsiono mahaburi malavuni,J'ai vu un cimetière à la campagne
Wadungu pare la uju,Ils ont suivi la route d'en haut
Zinyombe zidyi malavu mengi,Les boeufs mangé beaucoup d'herbe
Mwana mutiti aheya mwirini,Le petit enafnt est monté sur l'arbre
Anunua tsohole dukani,Il a acheté du riz à la boutique
Babaho ule wapeu swafi,Ton père est vraiment méchant
Tsino dzia hasubuhi vanu na dipe,J'ai bu du lait ce matin avec du pain
Mavyo,des balais
Gunyu,un sac de jute
Uhasibu,compter
Usona,coudre
Uhoma,Être en retard
Usubutu,Oser
Utayarisha,préparer
Uwaha,construire
Wami usoma,Je lis
Wawe usoma,Tu lis
Waye usoma,Il / elle lit
Wasi usoma,Nous lisons
Wanyu usoma,Vous lisez
Wawo usoma,Ils / elles lisent
Wami tsisusoma,Je ne lis pas
Wawe kususoma,Tu ne lis pas
Waye kasusoma,Il / elle ne lit pas
Wasi karisusoma,Nous ne lisons pas
Wanyu kamususoma,Vous ne lisez pas
Wawo kawasusoma,Ils / elles ne lisent pas
Wami tsisomo,Je ne lis pas
Wami tsiketsi Mtsamboro,Je n'habite pas Ã  Mtsamboro
Wami tsiketsi Mtsamboro mezi mili,J'habite À  Mtsamboro depuis deux mois
Wami usomedza,J'enseigne
Wami uhimba,Je chante
Waye upiha,Elle fait la cuisine
Wasi ununua tsohole kula suku,Nous achetons du riz tous les jours
Waye uhiriwa Ali,Il s'appelle Ali
Watru ulala uku,Les gens dorment la nuit
Nyombe udya davu,Le boeuf mange de l'herbe
Nyoha uriya moro,Le serpent craint le feu
Wawo uriya uku,Ils / elles ont peur de la nuit
Watru mama u vendzo ulagua,Les femmes aiment bavarder
Wawe kuono,Tu ne vois pas
Mama kapihi,Maman ne fait pas la cuisine
Kadyi,Il ne mange pas
kano,Il ne boit pas
kalala,Il ne dort pas
Wasi kari vendzo ulima,Nous n'aimons pas cultiver
Uheya,Monter
Ukubali,Être d'accord
Ulima,Cultiver
Namna yaou foundriha shiamoré ini iyo utriya fuvu harmoi u karibisa na u dunga mitsankandro yahandra ya mwana shoni anguiya avasa harmoi likoli yatru,Cette méthode de shimaoré est centrée sur l'accueil et le suivi des premiers pas de l'élève nouvellement arrivé dans notre ssystème scolaire.
Iyo uka sababu utrulidza wana zyoni na mafundi wawonao uziro mwandroni wanguiyawo likoli,Cela est une cause de calmer l'appréhension des étudiants et enseignants qui trouvent cela difficile au début d'entée en école
Shimaore ya mengoni na zi djama za luha zachi comori zi laguwawo harmwa i tsi ya shi comori;,Le shimaorais fait partie du groupe de langue originaire des comores parlée sur le territoire des comores
"Shingazidja comori, Shindzuani ndzuani, Shimwali mouwali ivo shimaore maore Ivo iliyo kao amba ndzuani na maore za caribu na nichani zo uparana wawo na wawo luha zawo kaza latsana mbali","Le Shingazidza aux grandes comores, L'anjouannais à anjouan,Le mohélien à Mohéli et le Shimaoré à Mayotte, De ce fait comme Anjouan et Mayotte ne sont pas loin l'un de l'autre et que ces deux peuples se cotoient leurs langues ne diffère pas beaucoup."
Uvulikia,Ecouter
Wawe ufanya hazi trini ?,Quel travail fais-tu ?
Wami ufanya hazi malavuni,Je travaille à la campagne
Wasi rikubali,Nous avons accepté
Nyombe uvendzo nwa,Le bœuf aime boire
Mwanamtsa uvangua zisahani,L'enfant essuie la vaisselle
Wanatsa wasungadza muraha,Les jeunes jouent au bao
Watru baba wasu karibisa wadjeni,Les hommes accueillent les invités
Waye u vendzo uhimba,Il / elle aime  chanter
Wami ununua tsohole kula suku,J'achètete du riz tous les jours
Fundi usomedza likoli,Le professeur enseigne à l'école
Mwanamtsa asu kutruwa miri,L'enfant coupe les arbres
Mwana asungalia muro,L'enfant regarde la rivière
Mama asununua mukoba,Maman achète un sac à dos
Musafara wa mule,Le voyage est long
Tsisufanya mupango,Je ne fais pas de projet
Waidzi kawarengue mivira,Les voleurs ne prennent pas de tuyaux
Mutru baba asusoma mukataba,L'homme lit le contrat
Baba asikatra mimanga,Le père coupe les manguiers
Wanatsa wasubala mulongo,Les jeunes ferment la porte
Mama asifua nguo,Maman lave les vêtements
Namuhime sa !,Réveillez-vous!
Naripasi leo !,Nous passons les vêtements aujourd'hui
Wana watru washe wasihosa zia,Les petites filles font la vaisselle
Mubole,Grand
Wabole,Grands
Mibole,Grands
Muhodari,Fort
Wahodari,Forts
Wakutri,Courts
washashi,Rares
Watronga,Gros(pluriel)
Watsala,Minces
Kavu,Sec
Warahafu,Propres
Murembwavu,Mou
Trembwavu,Mou
Mupana,Large
Wapana,Larges
Mupia,Neuf
Wapia,Neufs
Mwambamba,Légers
Wambamba,Léger
Wangavu,Forts
Mwangu,Léger
Wadu,Noirs
Ndzidu,Noir
Ndzidusi,Très noir
Ndzishe,Femelle
Dziwadé,Malade
Mwadé,Malade
Ndziwadé,Malade
Mukundru,Rouge
Muzuri,"Beau, bon, joli / beaux, bons, jolis"
Wazuri,Beaux
Ndzima,Entier
Mudziro,Lourd
Mule,Long / longs
Mwema,Bon
Mweu,Blanc
Mbi,Mauvais
Muovu,Mal
Bovu,Mauvais
Wengi,Nombreux
Mwana mutiti,Petit enfant
Wana watiti,Petits enfants
Mutru muzuri,Une belle personne
Watru wazuri,De belles personnes
Mutru mwade,Une peersonne malade
Watru wawade,Des personnes malades
Mwaha mwema,Bonne année
Maha mema,Bonnes années
Muri mubole,Grand arbre
Miri mibole,Grands arbres
Gari pia,Nouvelle voiture
Magari mavia,De nouvelles voitures
Shiri ndzukundru,Chaise rouge
Ziri ndzukundru,Chaises rouges
Nguo ndjeu,Vêtement blanc
Zinguo njeu,Vêtements blancs
Manga kali,Mangue acide
Zimanga kali,Mangues acides
Mutru wangina,Autre personne
Watru wangina,Autres personnes
Muhono wangina,Autre main
Mihono yangina,Autres mains
Gari langina,Autre voiture
Magari yangina,Autres voitures
Shiri yangina,Autre chaise
Ziri zangina,Autres chaises
Nguo yangina,Autre vêtement
Nguo zangina,Autres vêtements
IMAHA,Les années
IMIHONO,les mains
MINADZI,des cocotiers
MIHOGO,des maniocs
MIHO,des râpes à  coco
MILONGO,des portes
MIWA,des cannes à  sucre
MIPIRA,des tuyaux
MIKOBA,des sacs
MIMANGA,des manguiers
MIBA,des os
MIRUNDRA,des orangers
MILIZIMA,des boubous
MISHIA,des queues
MISWAKI,des brosses à dents
MIPAPAYA,des papayers
MIFENESI,des jaquiers
MIFRAMPE,des arbres à pain
MINDRIMU,des citronniers
MIVUMO,des fesses
MIHARE,des gâteaux / galettes
MEZI,des lunes / des mois
MISAFARA,des voyages
MIKATABA,des contrats
MIPANGO,des projets
MINARA,des minarets
MIRAHO,des limites
UMWAHA,l'année
